Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
K403 nickel-based superalloy,Additive Manufacturing,Laser Melting Deposition (LMD),1500,6.67,25,,,,500,2500,,0.2,,0.225,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,65.163,11.32,,,4.24,,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,
K403 nickel-based superalloy,Additive Manufacturing,Laser Melting Deposition (LMD),2000,6.67,25,,,,700,3300,,0.21,,0.3,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,65.163,11.32,,,4.24,,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,
K403 nickel-based superalloy,Additive Manufacturing,Laser Melting Deposition (LMD),2500,6.67,25,,,,900,4000,,0.225,,0.375,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,65.163,11.32,,,4.24,,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,
K403 nickel-based superalloy,Additive Manufacturing,Laser Melting Deposition (LMD),3000,6.67,25,,,,1100,4700,,0.234,,0.45,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,65.163,11.32,,,4.24,,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,
K403 nickel-based superalloy,Additive Manufacturing,Laser Melting Deposition (LMD),2000,6.67,25,,,,700,3300,,0.21,,0.3,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,65.163,11.32,,,4.24,,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,
K403 nickel-based superalloy,Additive Manufacturing,Laser Melting Deposition (LMD),2000,6.67,25,,,,700,3300,,0.21,,0.3,,,,14.27,1533,,,,,,5.32,,0.06,5.17,2.16,,5.41,,,,65.163,11.32,,,4.24,,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),169,875,,20,100,100,,,,,,0.193,96.57,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),195,875,,20,100,100,,,,,,0.223,111.43,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),182,875,,20,100,90,,,,,,0.208,115.56,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),182,725,,20,100,110,,,,,,0.251,114.11,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),195,800,,20,100,110,,,,,,0.244,110.8,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),182,725,,20,100,90,,,,,,0.251,139.46,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),182,800,,20,100,100,,,,,,0.228,113.75,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),182,800,,20,100,100,,,,,,0.228,113.75,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),195,725,,20,100,100,,,,,,0.269,134.48,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),182,800,,20,100,100,,,,,,0.228,113.75,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),182,875,,20,100,110,,,,,,0.208,94.55,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),169,725,,20,100,100,,,,,,0.233,116.55,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),169,800,,20,100,90,,,,,,0.211,117.36,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),169,800,,20,100,110,,,,,,0.211,96.02,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),195,800,,20,100,90,,,,,,0.244,135.42,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
Nickel Alloy 625 (Inconel 625),Laser Powder Bed Fusion (L-PBF),Selective Laser Melting (DMLS),195,800,,20,100,100,,,,,,0.244,121.88,8440,,,1623,0.2,,,,0.39,0.1,,,,0.1,,0.1,,,3.35,64.955,21.01,0.85,0.36,8.77,5,Laser powder bed fusion of nickel alloy 625: Experimental investigations of effects of process parameters on melt pool size and shape with spatter analysis,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),160,2800,,40,100,92,40,92,524,0.43,5.7,0.057,15.6,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),160,2800,,40,100,61,40,92,524,0.43,5.7,0.057,23.3,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),160,2800,,40,100,52,40,92,524,0.43,5.7,0.057,27.4,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),160,2800,,40,100,46,40,92,524,0.43,5.7,0.057,31.1,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),160,2800,,40,100,37,40,92,524,0.43,5.7,0.057,38.9,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),160,2800,,40,100,31,40,92,524,0.43,5.7,0.057,46.7,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),225,1940,,40,100,265,60,133,758,0.45,5.7,0.116,10.9,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),225,1940,,40,100,133,60,133,758,0.45,5.7,0.116,21.9,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),225,1940,,40,100,88,60,133,758,0.45,5.7,0.116,32.8,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),225,1940,,40,100,75,60,133,758,0.45,5.7,0.116,38.5,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),225,1940,,40,100,66,60,133,758,0.45,5.7,0.116,43.7,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),225,1940,,40,100,53,60,133,758,0.45,5.7,0.116,54.6,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),225,1940,,40,100,44,60,133,758,0.45,5.7,0.116,65.6,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1680,,40,100,347,80,173,934,0.46,5.4,0.208,15.0,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1680,,40,100,173,80,173,934,0.46,5.4,0.208,30.0,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1680,,40,100,116,80,173,934,0.46,5.4,0.208,45.0,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1680,,40,100,99,80,173,934,0.46,5.4,0.208,52.8,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1680,,40,100,87,80,173,934,0.46,5.4,0.208,60.0,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1680,,40,100,69,80,173,934,0.46,5.4,0.208,75.1,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1680,,40,100,58,80,173,934,0.46,5.4,0.208,90.1,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1180,,40,100,388,98,194,970,0.51,5.0,0.297,19.1,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1180,,40,100,194,98,194,970,0.51,5.0,0.297,38.2,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1180,,40,100,129,98,194,970,0.51,5.0,0.297,57.4,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1180,,40,100,110,98,194,970,0.51,5.0,0.297,67.3,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1180,,40,100,97,98,194,970,0.51,5.0,0.297,76.5,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1180,,40,100,78,98,194,970,0.51,5.0,0.297,95.6,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,1180,,40,100,65,98,194,970,0.51,5.0,0.297,114.7,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),345,1060,,40,100,429,100,214,963,0.47,4.5,0.325,19.0,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),345,1060,,40,100,214,100,214,963,0.47,4.5,0.325,38.0,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),345,1060,,40,100,143,100,214,963,0.47,4.5,0.325,57.0,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),345,1060,,40,100,122,100,214,963,0.47,4.5,0.325,66.8,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),345,1060,,40,100,107,100,214,963,0.47,4.5,0.325,75.9,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),345,1060,,40,100,86,100,214,963,0.47,4.5,0.325,94.9,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),345,1060,,40,100,71,100,214,963,0.47,4.5,0.325,113.9,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,800,,40,100,469,120,235,917,0.51,3.9,0.438,23.3,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,800,,40,100,235,120,235,917,0.51,3.9,0.438,46.6,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,800,,40,100,156,120,235,917,0.51,3.9,0.438,69.9,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,800,,40,100,133,120,235,917,0.51,3.9,0.438,82.0,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,800,,40,100,117,120,235,917,0.51,3.9,0.438,93.2,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),350,800,,40,100,94,120,235,917,0.51,3.9,0.438,116.5,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625,Additive Manufacturing,Laser Powder Bed Fusion (LPBF),340,560,,40,100,551,140,276,938,0.51,3.4,0.607,27.5,8440,670,25.2,1623,,,,,,,,,,,,,,,,58.0,22.0,5.0,,9.0,6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
