Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,L_over_D,H_over_W,vaporization_ratio_eta,build_to_powder_ratio_percent,normalized_enthalpy_deltaH_over_hs,conduction_to_keyhole_transition_normalized_enthalpy_deltaH_over_hs,meltpool_aspect_ratio_width_to_depth,D_over_t,L_over_W,W_over_h,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",340.0,560.0,,0.04,0.1,0.551,140.0,275.5,936.6999999999999,0.5081669691470054,3.4,,,,,,,,3.5,3.4,0.5,0.6071428571428571,27.5,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",340.0,560.0,,0.04,0.1,0.276,140.0,276.0,938.4,0.5072463768115942,3.4,,,,,,,,3.5,3.4,1.0,0.6071428571428571,55.1,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",340.0,560.0,,0.04,0.1,0.184,140.0,276.0,938.4,0.5072463768115942,3.4,,,,,,,,3.5,3.4,1.5,0.6071428571428571,82.6,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",340.0,560.0,,0.04,0.1,0.157,140.0,276.32,939.4879999999999,0.506658946149392,3.4,,,,,,,,3.5,3.4,1.76,0.6071428571428571,97.0,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
IN625 (Inconel 625),Laser Powder Bed Fusion (LPBF),"EOSINT M280 (EOS GmbH) with 400 W Yb fiber laser; beam radius 50 µm; build platform temperature 60 °C; IN625 powder bed density φ≈60%; calibration coupons used layer thickness t=40 µm with varied P, v, h.",340.0,560.0,,0.04,0.1,0.138,140.0,276.0,938.4,0.5072463768115942,3.4,,,,,,,,3.5,3.4,2.0,0.6071428571428571,110.2,5072.0,403.0,15.1,1623.15,,,,,,,,,,,,,,,,,,,,,file6,Optimization of Laser Powder Bed Fusion Processing Using a Combination of Melt Pool Modeling and Design of Experiment Approaches: Density Control,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),75,100,,0.05,0.07,0.05,27.3,34.3,50.8,0.7959183673469388,1.4810495626822158,,,,,,,,,,,0.75,300.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),75,100,,0.05,0.07,0.05,28,35,,0.8,,,,,,,,,,,,0.75,300.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),100,100,,0.05,0.07,0.05,45,76,,0.5921052631578947,,,,,,,,,,,,1.0,400.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),125,100,,0.05,0.07,0.05,61.3,95.5,106.5,0.6418848167539267,1.1151832460732984,,,,,,,,,,,1.25,500.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),125,100,,0.05,0.07,0.05,67.8,109.3,120.7,0.620310155535224,1.104299176578225,,,,,,,,,,,1.25,500.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),125,100,,0.05,0.07,0.05,73.1,124.1,132.2,0.589040451248993,1.0652707493956488,,,,,,,,,,,1.25,500.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),125,100,,0.05,0.07,0.05,60,95,,0.631578947368421,,,,,,,,,,,,1.25,500.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),150,100,,0.05,0.07,0.05,85.3,211.9,217.2,0.40254837187352527,1.025011798017933,,,,,,,,,,,1.5,600.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),125,50,,0.05,0.07,0.05,91.6,215.2,239.8,0.4256505576208178,1.1143122676579926,,,,,,,,,,,2.5,1000.0,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
TiC/Inconel 718 composite (0.25:0.75 wt ratio TiC:Inconel 718),selective_laser_melting,fiber_laser_slm (numerical simulation + experiments),125,300,,0.05,0.07,0.05,49.8,78.0,91.2,0.6384615384615384,1.169230769230769,,,,,,,,,,,0.4166666666666667,166.66666666666666,7377.5,407.25,13.25,1573,0.72,,,,,0.3,,,,0.9,,,,,5.1,,18.4,17.7,,4.2,file7,Effects of laser processing parameters on thermal behavior and melting/solidification mechanism during selective laser melting of TiC/Inconel 718 composites,
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,600,,0.02,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,600,,0.04,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,600,,0.06,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,800,,0.02,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,800,,0.04,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,800,,0.06,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,250,1000,,0.02,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,250,1000,,0.04,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,250,1000,,0.06,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,300,1200,,0.02,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,300,1200,,0.04,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,300,1200,,0.06,0.08,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,700,,0.02,0.08,,,,,,,,,,,,,,,,,0.2142857143,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,700,,0.04,0.08,,,,,,,,,,,,,,,,,0.2142857143,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,700,,0.06,0.08,,,,,,,,,,,,,,,,,0.2142857143,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,1000,,0.02,0.08,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,1000,,0.04,0.08,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,1000,,0.06,0.08,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,250,1200,,0.02,0.08,,,,,,,,,,,,,,,,,0.2083333333,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,250,1200,,0.04,0.08,,,,,,,,,,,,,,,,,0.2083333333,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,250,1200,,0.06,0.08,,,,,,,,,,,,,,,,,0.2083333333,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,300,1500,,0.02,0.08,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,300,1500,,0.04,0.08,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,300,1500,,0.06,0.08,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,1000,,0.02,0.08,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,1000,,0.04,0.08,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,150,1000,,0.06,0.08,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,1300,,0.02,0.08,,,,,,,,,,,,,,,,,0.1538461538,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,1300,,0.04,0.08,,,,,,,,,,,,,,,,,0.1538461538,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,200,1300,,0.06,0.08,,,,,,,,,,,,,,,,,0.1538461538,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
Hastelloy X,Laser powder bed fusion (LPBF),Single-track (single laser scan) experiments on LPBF-built substrates,250,1600,,0.02,0.08,,,,,,,,,,,,,,,,,0.15625,,,,,,,,,,1.0,0.5,,,0.6,0.15,,1.5,0.5,,,,21.75,18.5,1.0,9.0,file8,"An investigation into the effect of process parameters on melt pool geometry, cell spacing, and grain refinement during laser powder bed fusion",10.1016/j.optlastec.2019.03.012
