Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,D_over_t,H_over_W,L_over_D,PDAS_um_experiment_near_0_15,PDAS_um_predicted,PDAS_um_prediction_near_0_15,PDAS_um_prediction_site_D,PDAS_um_prediction_site_E,PDAS_um_prediction_site_F,PDAS_um_prediction_site_J,PDAS_um_reference_experiment,PDAS_um_site_D,PDAS_um_site_E,PDAS_um_site_F,PDAS_um_site_J,PRF_kHz,P_over_sqrtV_W_per_sqrt_mm_per_s,Pv_minus_half_W_mm_minus_1_2_s_1_2,W_over_h,absorptivity,alloy,approx_from_plot,beam_profile,beam_radius_um_reported,build_layer_height_um,build_to_powder_ratio_percent,cavity_minus_meltpool_depth_um,coating_height_um,conduction_to_transition_AR_boundary,conduction_to_transition_recoil_force_mN_approx,constant_Ax_um2,constant_Ax_um2_curves,constant_l_over_d,constant_l_over_d_curves,cooling_rate_K_per_s,critical_depression_width_top_um_for_spot_size,critical_power_density_threshold_MW_per_cm2,crossflow_direction,crossflow_m_per_s,data_origin,depression_and_absorptivity_source,depression_zone_depth_um,depression_zone_width_to_depth,depression_zone_width_um,depth_decrease_slope_um_per_mm,depth_note,depth_vs_height_trend,design,diameter_um_series,dimensionless_enthalpy_H_star,experimental_remelting_depth_um,factor_levels,fixed_parameters,front_wall_tilt_deg,geometry,geometry_basis,ied_J_per_cm2,intercellular_Al_at_percent,keyhole_recoil_force_mN_approx,laser_mode,laser_wavelength_nm,length_definition,length_to_depth,machine,material,melting_mode,melting_regime,meltpool_dimensions_source,meltpool_geometry_source,normalized_enthalpy_DeltaH_over_hs,note,noted_model_offset_um,numerical_steady_state_width_um,oxygen_ppm,partition_coefficient_kLPBF,point_distance_um,porosity_percent,powder_condition,powder_to_no_powder_depth_ratio,powder_to_no_powder_width_ratio,power_series_W_approx_from_plot,preheat_temperature_C,pressure_Pa,pressure_condition,pressure_kPa,pulse_duration_us,rear_wall_feature,reported_areal_energy_density_J_per_mm2,reported_aspect_ratio_D_over_Lh,reported_aspect_ratio_width_to_depth,reported_cross_section_area_um2,reported_meltpool_aspect_ratio_transition_value,reported_meltpool_ranges_um,reported_stable_speed_window_m_per_s,ripple_angle_deg_experimental_range,rosenthal_model_depth_um,rubenchik_model_depth_um,scan_pattern,scan_strategy,scan_strategy_rotation_deg,secondary_depression_depth_um,secondary_depression_offset_from_primary_um,secondary_depression_present,site_xprime_um,site_zprime_um,source,source_figure,specific_energy_density_J_per_mm2,stability_cmp_over_lmp,stability_regime,substrate_condition,surface_condition,table_unit_label,temperature_gradient_K_per_m,thermal_gradient_K_per_mm,top_boundary,track_location,transition_region_recoil_force_mN_range,transition_to_keyhole_AR_boundary,tuning_fork_ids_used,two_depth_to_width,type_II_depth_std_dev_um,type_II_depth_um,type_II_width_std_dev_um,type_II_width_um,type_I_depth_std_dev_um,type_I_depth_um,type_I_width_std_dev_um,type_I_width_um,value_basis,vapor_cavity_depth_um,vaporized_to_molten_volume_ratio_eta,velocity_series_mm_per_s,width_difference_percent,width_to_depth,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,500,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,1000,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,100,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,250,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,500,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,1000,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,1500,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666666667,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,100,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,150,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,250,,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,,,,,,,,,,,,IN718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,170,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1764705882,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,250,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,385,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5194805195,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,200,750,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2666666667,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,270,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9259259259,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,500,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,600,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4166666667,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,750,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,250,1200,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2083333333,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,550,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5454545455,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,730,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4109589041,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718 and MS1,Laser Powder Bed Fusion (LPBF),Single scan track experiments on EOS M290,300,1100,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,MS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2727272727,,,,,,0.3,,,,,,,,,,,,,,,,,,,,file37,Dimensionless Enthalpy as Characteristic Factor for Process Control in Laser Powder Bed Fusion,10.2961/jlmn.2020.03.2017
IN718,Laser Powder Bed Fusion (L-PBF),Melt pool simulation and single-track validation (EOS M290 default parameter set),285,960,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000,,,,,,,,,,,,,,,,,,,,,0.296875,,,,,,0.35,,,,,,,,,,,,,,5.13,55.18,19.0,17.64,,3.05,file38,From Melt Pool to Microstructure to Mechanical Properties: A Simulative Approach to L-PBF Processed Material Behaviour,10.1007/s00501-020-00965-4
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,175,800,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,60,10,,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,single_line,,,,,,,,,,,,,,,,,,,,,"[15,16,17,20]",,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,100,10,,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,single_line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,140,10,,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,single_line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,180,10,,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,single_line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,200,10,,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,single_line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,90,125,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,120,125,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,150,125,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,190,125,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,90,250,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,120,250,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,150,250,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,190,250,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,90,375,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,120,375,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,150,375,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,190,375,,50,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506667,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,,316,,50,,,,,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[90,140,190]",,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
304L stainless steel powder,Laser Powder Bed Fusion (LPBF),Pulsed-laser modal-analysis recoil-force measurement using tuning forks,,316,,50,,,,,,,,,,,,,,,,,,,,,,,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[90,140,190]",,,,,,,,,,,,,,,,,,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file39,Frequency domain measurements of melt pool recoil force using modal analysis,
